avgIrms,avgVib
0.413894504308701,0.663306951522827
0.413894504308701,0.663306951522827
0.413894504308701,0.663306951522827
0.345331072807312,0.658308148384094
0.345331072807312,0.658308148384094
0.345331072807312,0.658308148384094
0.345331072807312,0.658308148384094
0.331819266080856,0.425151735544205
0.331819266080856,0.425151735544205
0.331819266080856,0.425151735544205
0.238878309726715,0.090754941105843
0.238878309726715,0.090754941105843
0.238878309726715,0.090754941105843
0.227099612355232,0.711789846420288
0.227099612355232,0.711789846420288
0.227099612355232,0.711789846420288
0.227099612355232,0.711789846420288
0.225123539566994,0.811583042144775
0.225123539566994,0.811583042144775
0.225123539566994,0.811583042144775
0.224686786532402,0.684774875640869
0.224686786532402,0.684774875640869
0.224686786532402,0.684774875640869
0.224686786532402,0.684774875640869
0.224581614136696,0.808066487312317
0.224581614136696,0.808066487312317
0.224581614136696,0.808066487312317
0.22442926466465,0.734434604644775
0.22442926466465,0.734434604644775
0.22442926466465,0.734434604644775
0.224222853779793,0.828078389167785
0.224222853779793,0.828078389167785
0.224222853779793,0.828078389167785
0.224029690027237,0.775727152824402
0.224029690027237,0.775727152824402
0.224029690027237,0.775727152824402
0.223958134651184,0.685824573040008
0.223958134651184,0.685824573040008
0.223958134651184,0.685824573040008
0.223835363984108,0.660488367080689
0.223835363984108,0.660488367080689
0.223835363984108,0.660488367080689
0.223835363984108,0.660488367080689
0.223808318376541,0.803804576396942
0.223808318376541,0.803804576396942
0.223808318376541,0.803804576396942
0.223808318376541,0.803804576396942
0.223649650812149,0.637603461742401
0.223649650812149,0.637603461742401
0.223649650812149,0.637603461742401
0.223558217287064,0.771092414855957
0.223558217287064,0.771092414855957
0.223558217287064,0.771092414855957
0.223558217287064,0.771092414855957
0.223467230796814,0.652628719806671
0.223467230796814,0.652628719806671
0.223467230796814,0.652628719806671
0.223467230796814,0.652628719806671
0.223288208246231,0.787880659103394
0.223288208246231,0.787880659103394
0.223288208246231,0.787880659103394
0.223237574100494,0.809600710868835
0.223237574100494,0.809600710868835
0.223237574100494,0.809600710868835
0.223237574100494,0.809600710868835
0.223043873906136,0.691818952560425
0.223043873906136,0.691818952560425
0.223043873906136,0.691818952560425
0.222949504852295,0.765601873397827
0.222949504852295,0.765601873397827
0.222949504852295,0.765601873397827
0.222949504852295,0.765601873397827
0.222834259271622,0.740228056907654
0.222834259271622,0.740228056907654
0.222834259271622,0.740228056907654
0.222714826464653,0.761004686355591
0.222714826464653,0.761004686355591
0.222714826464653,0.761004686355591
0.222714826464653,0.761004686355591
0.222705021500587,0.797713458538055
0.222705021500587,0.797713458538055
0.222705021500587,0.797713458538055
0.222683668136597,0.750362813472748
0.222683668136597,0.750362813472748
0.222683668136597,0.750362813472748
0.222627624869347,0.824390888214111
0.222627624869347,0.824390888214111
0.222627624869347,0.824390888214111
0.222627624869347,0.824390888214111
0.222586423158646,0.769830286502838
0.222586423158646,0.769830286502838
0.222586423158646,0.769830286502838
0.222586423158646,0.769830286502838
0.222573131322861,0.816688537597656
0.222573131322861,0.816688537597656
0.222573131322861,0.816688537597656
0.222573131322861,0.816688537597656
0.222452834248543,0.751906871795654
0.222452834248543,0.751906871795654
0.222452834248543,0.751906871795654
0.222335427999496,0.732568621635437
0.222335427999496,0.732568621635437
0.222335427999496,0.732568621635437
0.222335427999496,0.732568621635437
0.222225815057754,0.660616457462311
0.222225815057754,0.660616457462311
0.222225815057754,0.660616457462311
0.22222176194191,0.710690498352051
0.22222176194191,0.710690498352051
0.22222176194191,0.710690498352051
0.22222176194191,0.710690498352051
0.222209393978119,0.650719285011292
0.222209393978119,0.650719285011292
0.222209393978119,0.650719285011292
0.222209393978119,0.650719285011292
0.222189113497734,0.607190132141113
0.222189113497734,0.607190132141113
0.222189113497734,0.607190132141113
0.222032517194748,0.706404685974121
0.222032517194748,0.706404685974121
0.222032517194748,0.706404685974121
0.222032517194748,0.706404685974121
0.221951797604561,0.643413782119751
0.221951797604561,0.643413782119751
0.221951797604561,0.643413782119751
0.221951797604561,0.643413782119751
0.221769198775291,0.659499287605285
0.221769198775291,0.659499287605285
0.221769198775291,0.659499287605285
0.221769198775291,0.659499287605285
0.221766754984856,0.809012711048126
0.221766754984856,0.809012711048126
0.221766754984856,0.809012711048126
0.221766754984856,0.809012711048126
0.221691995859146,0.79785680770874
0.221691995859146,0.79785680770874
0.221691995859146,0.79785680770874
0.221613019704819,0.639110326766968
0.221613019704819,0.639110326766968
0.221613019704819,0.639110326766968
0.221613019704819,0.639110326766968
0.221543878316879,0.705477476119995
0.221543878316879,0.705477476119995
0.221543878316879,0.705477476119995
0.221543535590172,0.800536870956421
0.221543535590172,0.800536870956421
0.221543535590172,0.800536870956421
0.221375405788422,0.657585859298706
0.221375405788422,0.657585859298706
0.221375405788422,0.657585859298706
0.221371591091156,0.656099081039429
0.221371591091156,0.656099081039429
0.221371591091156,0.656099081039429
0.221371591091156,0.656099081039429
0.221297144889832,0.64268970489502
0.221297144889832,0.64268970489502
0.221297144889832,0.64268970489502
0.221297144889832,0.64268970489502
0.221187710762024,0.870643734931946
0.221187710762024,0.870643734931946
0.221187710762024,0.870643734931946
0.221187710762024,0.870643734931946
0.221125155687332,0.762897610664368
0.221125155687332,0.762897610664368
0.221125155687332,0.762897610664368
0.221125155687332,0.762897610664368
0.221023857593536,0.799640953540802
0.221023857593536,0.799640953540802
